stateCode,state,city,name,code,latitude,longitude
AK,ALASKA,ADAK ISLAND,ADAK,'ADK,51-53-00.8954N,176-38-32.9277W
AK,ALASKA,ANCHORAGE,TED STEVENS ANCHORAGE INTL,'ANC,61-10-26.9634N,149-59-53.4791W
AK,ALASKA,BARROW,WILEY POST-WILL ROGERS MEMORIAL,'BRW,71-17-05.5000N,156-46-06.9000W
AK,ALASKA,BETHEL,BETHEL,'BET,60-46-42.8000N,161-50-13.8000W
AK,ALASKA,COLD BAY,COLD BAY,'CDB,55-12-21.3000N,162-43-34.5000W
AK,ALASKA,CORDOVA,MERLE K (MUDHOLE) SMITH,'CDV,60-29-30.4000N,145-28-39.2000W
AK,ALASKA,DEADHORSE,DEADHORSE,'SCC,70-11-41.1148N,148-27-54.5935W
AK,ALASKA,DILLINGHAM,DILLINGHAM,'DLG,59-02-40.8000N,158-30-19.8000W
AK,ALASKA,FAIRBANKS,FAIRBANKS INTL,'FAI,64-48-54.4000N,147-51-23.2000W
AK,ALASKA,GUSTAVUS,GUSTAVUS,'GST,58-25-31.0000N,135-42-26.7000W
AK,ALASKA,HOMER,HOMER,'HOM,59-38-41.9819N,151-29-08.9103W
AK,ALASKA,JUNEAU,JUNEAU INTL,'JNU,58-21-16.9625N,134-34-42.4939W
AK,ALASKA,KENAI,KENAI MUNI,'ENA,60-34-23.8000N,151-14-41.4000W
AK,ALASKA,KETCHIKAN,KETCHIKAN INTL,'KTN,55-21-14.7000N,131-42-40.4000W
AK,ALASKA,KING SALMON,KING SALMON,'AKN,58-40-35.3765N,156-38-55.2876W
AK,ALASKA,KODIAK,KODIAK,'ADQ,57-44-59.2580N,152-29-38.1970W
AK,ALASKA,KOTZEBUE,RALPH WIEN MEMORIAL,'OTZ,66-53-05.3000N,162-35-53.3000W
AK,ALASKA,NOME,NOME,'OME,64-30-45.2000N,165-26-39.8000W
AK,ALASKA,PETERSBURG,PETERSBURG JAMES A JOHNSON,'PSG,56-48-05.3000N,132-56-46.4000W
AK,ALASKA,SAND POINT,SAND POINT,'SDP,55-18-49.3000N,160-31-17.1000W
AK,ALASKA,SITKA,SITKA ROCKY GUTIERREZ,'SIT,57-02-48.6037N,135-21-39.8473W
AK,ALASKA,UNALASKA,UNALASKA,'DUT,53-53-56.2000N,166-32-42.1000W
AK,ALASKA,VALDEZ,VALDEZ PIONEER FIELD,'VDZ,61-08-03.1750N,146-14-41.1430W
AK,ALASKA,WRANGELL,WRANGELL,'WRG,56-29-03.6000N,132-22-11.4000W
AK,ALASKA,YAKUTAT,YAKUTAT,'YAK,59-30-11.9640N,139-39-36.9650W
AL,ALABAMA,ANNISTON,ANNISTON RGNL,'ANB,33-35-17.4000N,085-51-29.2000W
AL,ALABAMA,BIRMINGHAM,BIRMINGHAM-SHUTTLESWORTH INTL,'BHM,33-33-50.0000N,086-45-08.3000W
AL,ALABAMA,DOTHAN,DOTHAN RGNL,'DHN,31-19-15.7000N,085-26-58.1000W
AL,ALABAMA,HUNTSVILLE,HUNTSVILLE INTL-CARL T JONES FIELD,'HSV,34-38-13.9000N,086-46-30.2000W
AL,ALABAMA,MOBILE,MOBILE DOWNTOWN,'BFM,30-37-36.4000N,088-04-05.1000W
AL,ALABAMA,MOBILE,MOBILE RGNL,'MOB,30-41-29.1000N,088-14-34.2000W
AL,ALABAMA,MONTGOMERY,MONTGOMERY RGNL (DANNELLY FIELD),'MGM,32-18-02.3000N,086-23-38.3000W
AL,ALABAMA,MUSCLE SHOALS,NORTHWEST ALABAMA RGNL,'MSL,34-44-43.1000N,087-36-36.8000W
AL,ALABAMA,TUSCALOOSA,TUSCALOOSA RGNL,'TCL,33-13-14.2591N,087-36-41.0454W
AR,ARKANSAS,FAYETTEVILLE,DRAKE FIELD,'FYV,36-00-18.3000N,094-10-12.2000W
AR,ARKANSAS,FAYETTEVILLE/SPRINGDALE/ROGERS,NORTHWEST ARKANSAS RGNL,'XNA,36-16-53.6850N,094-18-27.9560W
AR,ARKANSAS,FORT SMITH,FORT SMITH RGNL,'FSM,35-20-11.7000N,094-22-02.8000W
AR,ARKANSAS,HOT SPRINGS,MEMORIAL FIELD,'HOT,34-28-40.9000N,093-05-46.4000W
AR,ARKANSAS,LITTLE ROCK,BILL AND HILLARY CLINTON NATIONAL/ADAMS FIELD,'LIT,34-43-46.0000N,092-13-29.2000W
AR,ARKANSAS,TEXARKANA,TEXARKANA RGNL-WEBB FIELD,'TXK,33-27-13.4000N,093-59-27.7000W
AS,AMERICAN SAMOA,FITIUTA VILLAGE,FITIUTA,'FAQ,14-12-56.7927S,169-25-26.0607W
AS,AMERICAN SAMOA,OFU VILLAGE,OFU,'Z08,14-11-03.6620S,169-40-12.0850W
AS,AMERICAN SAMOA,PAGO PAGO,PAGO PAGO INTL,'PPG,14-19-53.9760S,170-42-41.4110W
AZ,ARIZONA,BULLHEAD CITY,LAUGHLIN/BULLHEAD INTL,'IFP,35-09-16.6000N,114-33-33.6000W
AZ,ARIZONA,FLAGSTAFF,FLAGSTAFF PULLIAM,'FLG,35-08-25.1370N,111-40-09.2690W
AZ,ARIZONA,FORT HUACHUCA SIERRA VISTA,SIERRA VISTA MUNI-LIBBY AAF,'FHU,31-35-18.5000N,110-20-39.8000W
AZ,ARIZONA,GRAND CANYON,GRAND CANYON NATIONAL PARK,'GCN,35-57-08.5000N,112-08-49.1000W
AZ,ARIZONA,KINGMAN,KINGMAN,'IGM,35-15-34.1000N,113-56-17.0000W
AZ,ARIZONA,PAGE,PAGE MUNI,'PGA,36-55-33.9000N,111-26-54.1000W
AZ,ARIZONA,PEACH SPRINGS,GRAND CANYON WEST,'1G4,35-59-10.0000N,113-49-00.9000W
AZ,ARIZONA,PHOENIX,PHOENIX SKY HARBOR INTL,'PHX,33-26-03.4000N,112-00-41.7000W
AZ,ARIZONA,PHOENIX,PHOENIX-MESA GATEWAY,'IWA,33-18-28.2000N,111-39-19.7000W
AZ,ARIZONA,PRESCOTT,PRESCOTT RGNL - ERNEST A LOVE FLD,'PRC,34-39-17.4000N,112-25-09.2000W
AZ,ARIZONA,SHOW LOW,SHOW LOW RGNL,'SOW,34-15-55.7000N,110-00-20.4000W
AZ,ARIZONA,TUCSON,TUCSON INTL,'TUS,32-06-57.8490N,110-56-27.6500W
AZ,ARIZONA,YUMA,YUMA MCAS/YUMA INTL,'NYL,32-39-23.6660N,114-36-21.5540W
CA,CALIFORNIA,ARCATA/EUREKA,CALIFORNIA REDWOOD COAST-HUMBOLDT COUNTY,'ACV,40-58-40.2000N,124-06-30.5000W
CA,CALIFORNIA,BAKERSFIELD,MEADOWS FIELD,'BFL,35-26-01.9000N,119-03-27.6000W
CA,CALIFORNIA,BURBANK,BOB HOPE,'BUR,34-12-02.5000N,118-21-31.2000W
CA,CALIFORNIA,CARLSBAD,MC CLELLAN-PALOMAR,'CRQ,33-07-41.7000N,117-16-48.3000W
CA,CALIFORNIA,CHICO,CHICO MUNI,'CIC,39-47-43.4000N,121-51-30.3000W
CA,CALIFORNIA,CONCORD,BUCHANAN FIELD,'CCR,37-59-22.8000N,122-03-24.8000W
CA,CALIFORNIA,CRESCENT CITY,JACK MC NAMARA FIELD,'CEC,41-46-48.6000N,124-14-11.5000W
CA,CALIFORNIA,FRESNO,FRESNO YOSEMITE INTL,'FAT,36-46-35.6000N,119-43-07.8000W
CA,CALIFORNIA,IMPERIAL,IMPERIAL COUNTY,'IPL,32-50-03.2000N,115-34-43.5000W
CA,CALIFORNIA,LONG BEACH,LONG BEACH /DAUGHERTY FIELD/,'LGB,33-49-04.5470N,118-09-06.8060W
CA,CALIFORNIA,LOS ANGELES,LOS ANGELES INTL,'LAX,33-56-32.9870N,118-24-28.9750W
CA,CALIFORNIA,MAMMOTH LAKES,MAMMOTH YOSEMITE,'MMH,37-37-26.6000N,118-50-19.5000W
CA,CALIFORNIA,MONTEREY,MONTEREY RGNL,'MRY,36-35-13.0280N,121-50-34.0190W
CA,CALIFORNIA,OAKLAND,METROPOLITAN OAKLAND INTL,'OAK,37-43-16.5000N,122-13-16.1000W
CA,CALIFORNIA,ONTARIO,ONTARIO INTL,'ONT,34-03-21.6000N,117-36-04.3000W
CA,CALIFORNIA,OXNARD,OXNARD,'OXR,34-12-02.9000N,119-12-26.0000W
CA,CALIFORNIA,PALM SPRINGS,PALM SPRINGS INTL,'PSP,33-49-46.8000N,116-30-24.1000W
CA,CALIFORNIA,REDDING,REDDING MUNI,'RDD,40-30-32.3000N,122-17-36.2000W
CA,CALIFORNIA,SACRAMENTO,SACRAMENTO INTL,'SMF,38-41-43.6000N,121-35-26.8000W
CA,CALIFORNIA,SAN BERNARDINO,SAN BERNARDINO INTL,'SBD,34-05-43.3000N,117-14-05.6000W
CA,CALIFORNIA,SAN DIEGO,SAN DIEGO INTL,'SAN,32-44-00.8000N,117-11-22.8000W
CA,CALIFORNIA,SAN FRANCISCO,SAN FRANCISCO INTL,'SFO,37-37-07.7000N,122-22-31.5000W
CA,CALIFORNIA,SAN JOSE,NORMAN Y MINETA SAN JOSE INTL,'SJC,37-21-46.7810N,121-55-43.0340W
CA,CALIFORNIA,SAN LUIS OBISPO,SAN LUIS COUNTY RGNL,'SBP,35-14-14.2000N,120-38-33.4000W
CA,CALIFORNIA,SANTA ANA,JOHN WAYNE AIRPORT-ORANGE COUNTY,'SNA,33-40-32.4000N,117-52-05.6000W
CA,CALIFORNIA,SANTA BARBARA,SANTA BARBARA MUNI,'SBA,34-25-34.2889N,119-50-29.3737W
CA,CALIFORNIA,SANTA MARIA,SANTA MARIA PUB/CAPT G ALLAN HANCOCK FLD,'SMX,34-53-59.8000N,120-27-29.1000W
CA,CALIFORNIA,SANTA ROSA,CHARLES M SCHULZ - SONOMA COUNTY,'STS,38-30-34.9000N,122-48-46.4000W
CA,CALIFORNIA,STOCKTON,STOCKTON METROPOLITAN,'SCK,37-53-39.8770N,121-14-19.4640W
CA,CALIFORNIA,VICTORVILLE,SOUTHERN CALIFORNIA LOGISTICS,'VCV,34-35-50.9000N,117-22-58.8000W
CO,COLORADO,ASPEN,ASPEN-PITKIN CO/SARDY FIELD,'ASE,39-13-18.8000N,106-52-05.6000W
CO,COLORADO,COLORADO SPRINGS,CITY OF COLORADO SPRINGS MUNI,'COS,38-48-20.9270N,104-42-02.7890W
CO,COLORADO,DENVER,DENVER INTL,'DEN,39-51-42.0000N,104-40-23.4000W
CO,COLORADO,DENVER,ROCKY MOUNTAIN METROPOLITAN,'BJC,39-54-31.7000N,105-07-01.9000W
CO,COLORADO,DURANGO,DURANGO-LA PLATA COUNTY,'DRO,37-09-05.5000N,107-45-13.6000W
CO,COLORADO,EAGLE,EAGLE COUNTY RGNL,'EGE,39-38-33.9000N,106-54-57.4000W
CO,COLORADO,FORT COLLINS/LOVELAND,NORTHERN COLORADO RGNL,'FNL,40-27-06.5780N,105-00-40.8080W
CO,COLORADO,GRAND JUNCTION,GRAND JUNCTION REGIONAL,'GJT,39-07-20.7000N,108-31-36.3000W
CO,COLORADO,GUNNISON,GUNNISON-CRESTED BUTTE RGNL,'GUC,38-32-03.6000N,106-55-54.3000W
CO,COLORADO,HAYDEN,YAMPA VALLEY,'HDN,40-28-52.3000N,107-13-03.6000W
CO,COLORADO,MONTROSE,MONTROSE RGNL,'MTJ,38-30-35.3000N,107-53-39.3000W
CO,COLORADO,PUEBLO,PUEBLO MEMORIAL,'PUB,38-17-23.8000N,104-29-52.9000W
CO,COLORADO,TELLURIDE,TELLURIDE RGNL,'TEX,37-57-13.7000N,107-54-31.5000W
CQ,N MARIANA ISLANDS,ROTA ISLAND,BENJAMIN TAISACAN MANGLONA INTL,'GRO,14-10-27.6787N,145-14-28.0511E
CQ,N MARIANA ISLANDS,SAIPAN ISLAND,FRANCISCO C ADA/SAIPAN INTL,'GSN,15-07-12.9180N,145-43-47.9427E
CQ,N MARIANA ISLANDS,TINIAN ISLAND,TINIAN INTL,'TNI,14-59-57.2300N,145-37-09.6630E
CT,CONNECTICUT,BRIDGEPORT,IGOR I SIKORSKY MEMORIAL,'BDR,41-09-48.5000N,073-07-34.2000W
CT,CONNECTICUT,GROTON (NEW LONDON),GROTON-NEW LONDON,'GON,41-19-48.2000N,072-02-42.5000W
CT,CONNECTICUT,NEW HAVEN,TWEED-NEW HAVEN,'HVN,41-15-49.4980N,072-53-12.4820W
CT,CONNECTICUT,WINDSOR LOCKS,BRADLEY INTL,'BDL,41-56-20.9000N,072-41-00.1000W
DC,DIST. OF COLUMBIA,WASHINGTON,RONALD REAGAN WASHINGTON NATIONAL,'DCA,38-51-05.2000N,077-02-15.8000W
DC,DIST. OF COLUMBIA,WASHINGTON,WASHINGTON DULLES INTL,'IAD,38-56-50.8000N,077-27-35.8000W
DE,DELAWARE,DOVER,DOVER AFB,'DOV,39-07-46.3400N,075-27-57.4600W
DE,DELAWARE,WILMINGTON,NEW CASTLE,'ILG,39-40-43.4000N,075-36-23.9000W
FL,FLORIDA,DAYTONA BEACH,DAYTONA BEACH INTL,'DAB,29-10-47.7000N,081-03-29.0000W
FL,FLORIDA,FORT LAUDERDALE,FORT LAUDERDALE/HOLLYWOOD INTL,'FLL,26-04-18.0000N,080-08-58.9000W
FL,FLORIDA,FORT MYERS,SOUTHWEST FLORIDA INTL,'RSW,26-32-10.2000N,081-45-18.6000W
FL,FLORIDA,GAINESVILLE,GAINESVILLE RGNL,'GNV,29-41-24.2000N,082-16-18.4000W
FL,FLORIDA,JACKSONVILLE,JACKSONVILLE INTL,'JAX,30-29-38.6000N,081-41-16.2000W
FL,FLORIDA,KEY WEST,KEY WEST INTL,'EYW,24-33-22.0310N,081-45-35.8410W
FL,FLORIDA,LAKELAND,LAKELAND LINDER INTL,'LAL,27-59-15.4900N,082-01-08.3750W
FL,FLORIDA,MARATHON,THE FLORIDA KEYS MARATHON INTL,'MTH,24-43-34.3000N,081-03-04.9000W
FL,FLORIDA,MELBOURNE,MELBOURNE INTL,'MLB,28-06-09.9000N,080-38-42.9000W
FL,FLORIDA,MIAMI,MIAMI INTL,'MIA,25-47-43.3000N,080-17-24.4170W
FL,FLORIDA,NAPLES,NAPLES MUNI,'APF,26-09-08.7895N,081-46-32.2996W
FL,FLORIDA,OCALA,OCALA INTL-JIM TAYLOR FIELD,'OCF,29-10-18.7564N,082-13-26.8127W
FL,FLORIDA,ORLANDO,ORLANDO INTL,'MCO,28-25-45.8000N,081-18-32.4000W
FL,FLORIDA,ORLANDO,ORLANDO SANFORD INTL,'SFB,28-46-37.8410N,081-14-05.6900W
FL,FLORIDA,PANAMA CITY,NORTHWEST FLORIDA BEACHES INTL,'ECP,30-21-29.7000N,085-47-44.2000W
FL,FLORIDA,PENSACOLA,PENSACOLA INTL,'PNS,30-28-24.3000N,087-11-11.8000W
FL,FLORIDA,PUNTA GORDA,PUNTA GORDA,'PGD,26-55-08.1760N,081-59-27.3330W
FL,FLORIDA,SARASOTA/BRADENTON,SARASOTA/BRADENTON INTL,'SRQ,27-23-43.6000N,082-33-15.8000W
FL,FLORIDA,ST AUGUSTINE,NORTHEAST FLORIDA RGNL,'SGJ,29-57-33.3060N,081-20-23.0370W
FL,FLORIDA,ST PETERSBURG-CLEARWATER,ST PETE-CLEARWATER INTL,'PIE,27-54-31.3000N,082-41-11.4000W
FL,FLORIDA,TALLAHASSEE,TALLAHASSEE INTL,'TLH,30-23-48.3150N,084-21-03.1280W
FL,FLORIDA,TAMPA,TAMPA INTL,'TPA,27-58-31.7000N,082-31-59.7000W
FL,FLORIDA,TITUSVILLE,SPACE COAST RGNL,'TIX,28-30-53.3000N,080-47-57.2000W
FL,FLORIDA,VALPARAISO/DESTIN-FT WALTON BEACH,EGLIN AFB/DESTIN-FT WALTON BEACH,'VPS,30-28-59.5899N,086-31-33.7596W
FL,FLORIDA,VERO BEACH,VERO BEACH RGNL,'VRB,27-39-20.0000N,080-25-04.6000W
FL,FLORIDA,WEST PALM BEACH,PALM BEACH INTL,'PBI,26-40-59.4000N,080-05-44.1000W
GA,GEORGIA,ALBANY,SOUTHWEST GEORGIA RGNL,'ABY,31-32-07.9000N,084-11-40.1000W
GA,GEORGIA,ATHENS,ATHENS/BEN EPPS,'AHN,33-56-55.1000N,083-19-33.3000W
GA,GEORGIA,ATLANTA,HARTSFIELD - JACKSON ATLANTA INTL,'ATL,33-38-12.1186N,084-25-40.3104W
GA,GEORGIA,AUGUSTA,AUGUSTA RGNL AT BUSH FIELD,'AGS,33-22-11.8000N,081-57-52.2000W
GA,GEORGIA,BRUNSWICK,BRUNSWICK GOLDEN ISLES,'BQK,31-15-32.5249N,081-27-58.7370W
GA,GEORGIA,COLUMBUS,COLUMBUS,'CSG,32-30-58.8000N,084-56-19.9000W
GA,GEORGIA,MACON,MIDDLE GEORGIA RGNL,'MCN,32-41-34.2000N,083-38-57.2000W
GA,GEORGIA,SAVANNAH,SAVANNAH/HILTON HEAD INTL,'SAV,32-07-39.3000N,081-12-07.7000W
GA,GEORGIA,VALDOSTA,VALDOSTA RGNL,'VLD,30-46-52.9400N,083-16-34.3900W
GU,GUAM,GUAM,GUAM INTL,'GUM,13-29-02.2224N,144-47-49.6576E
HI,HAWAII,HILO,HILO INTL,'ITO,19-43-12.9468N,155-02-54.4925W
HI,HAWAII,HONOLULU,DANIEL K INOUYE INTL,'HNL,21-19-04.1790N,157-55-12.9458W
HI,HAWAII,KAHULUI,KAHULUI,'OGG,20-53-55.1510N,156-25-49.6360W
HI,HAWAII,KAILUA/KONA,ELLISON ONIZUKA KONA INTL AT KEAHOLE,'KOA,19-44-19.5570N,156-02-44.2730W
HI,HAWAII,KAUNAKAKAI,MOLOKAI,'MKK,21-09-10.3890N,157-05-46.5220W
HI,HAWAII,LANAI CITY,LANAI,'LNY,20-47-08.2000N,156-57-05.1050W
HI,HAWAII,LIHUE,LIHUE,'LIH,21-58-33.5383N,159-20-20.2478W
IA,IOWA,CEDAR RAPIDS,THE EASTERN IOWA,'CID,41-53-04.8789N,091-42-38.8750W
IA,IOWA,DES MOINES,DES MOINES INTL,'DSM,41-32-02.3000N,093-39-47.1000W
IA,IOWA,DUBUQUE,DUBUQUE RGNL,'DBQ,42-24-07.2000N,090-42-34.1000W
IA,IOWA,FORT DODGE,FORT DODGE RGNL,'FOD,42-33-04.3000N,094-11-30.6000W
IA,IOWA,MASON CITY,MASON CITY MUNI,'MCW,43-09-28.1000N,093-19-52.5000W
IA,IOWA,SIOUX CITY,SIOUX GATEWAY/BRIG GEN BUD DAY FIELD,'SUX,42-24-09.4000N,096-23-03.7000W
IA,IOWA,WATERLOO,WATERLOO RGNL,'ALO,42-33-25.5000N,092-24-01.2000W
ID,IDAHO,BOISE,BOISE AIR TERMINAL/GOWEN FLD,'BOI,43-33-51.7000N,116-13-22.3000W
ID,IDAHO,COEUR D'ALENE,COEUR D'ALENE - PAPPY BOYINGTON FIELD,'COE,47-46-27.5000N,116-49-10.5000W
ID,IDAHO,HAILEY,FRIEDMAN MEMORIAL,'SUN,43-30-13.6100N,114-17-44.0100W
ID,IDAHO,IDAHO FALLS,IDAHO FALLS RGNL,'IDA,43-30-49.4000N,112-04-14.7000W
ID,IDAHO,LEWISTON,LEWISTON-NEZ PERCE COUNTY,'LWS,46-22-28.2000N,117-00-55.4000W
ID,IDAHO,POCATELLO,POCATELLO RGNL,'PIH,42-54-35.3000N,112-35-45.3000W
ID,IDAHO,TWIN FALLS,JOSLIN FIELD - MAGIC VALLEY RGNL,'TWF,42-28-54.5000N,114-29-15.9000W
IL,ILLINOIS,ALTON/ST LOUIS,ST LOUIS RGNL,'ALN,38-53-23.7000N,090-02-45.6000W
IL,ILLINOIS,BELLEVILLE,SCOTT AFB/MIDAMERICA,'BLV,38-32-42.6000N,089-50-06.7000W
IL,ILLINOIS,BLOOMINGTON/NORMAL,CENTRAL IL RGNL ARPT AT BLOOMINGTON-NORMAL,'BMI,40-28-37.6000N,088-54-57.3000W
IL,ILLINOIS,CAHOKIA/ST LOUIS,ST LOUIS DOWNTOWN,'CPS,38-34-13.3000N,090-09-18.3000W
IL,ILLINOIS,CARBONDALE/MURPHYSBORO,SOUTHERN ILLINOIS,'MDH,37-46-41.1000N,089-15-07.3000W
IL,ILLINOIS,CHAMPAIGN/URBANA,UNIVERSITY OF ILLINOIS-WILLARD,'CMI,40-02-19.8000N,088-16-40.1000W
IL,ILLINOIS,CHICAGO,CHICAGO MIDWAY INTL,'MDW,41-47-09.5000N,087-45-08.7000W
IL,ILLINOIS,CHICAGO,CHICAGO O'HARE INTL,'ORD,41-58-28.2790N,087-54-23.7500W
IL,ILLINOIS,CHICAGO/ROCKFORD,CHICAGO/ROCKFORD INTL,'RFD,42-11-43.3000N,089-05-50.0000W
IL,ILLINOIS,DECATUR,DECATUR,'DEC,39-50-04.4250N,088-51-56.4810W
IL,ILLINOIS,MARION,VETERANS AIRPORT OF SOUTHERN ILLINOIS,'MWA,37-45-17.9000N,089-00-39.9000W
IL,ILLINOIS,MATTOON/CHARLESTON,COLES COUNTY MEMORIAL,'MTO,39-28-40.4000N,088-16-47.9000W
IL,ILLINOIS,MOLINE,QUAD CITY INTL,'MLI,41-26-53.8000N,090-30-27.1000W
IL,ILLINOIS,MOUNT VERNON,MOUNT VERNON,'MVN,38-19-24.1000N,088-51-30.6000W
IL,ILLINOIS,PEORIA,GENERAL DOWNING - PEORIA INTL,'PIA,40-39-51.1000N,089-41-35.7000W
IL,ILLINOIS,QUINCY,QUINCY RGNL-BALDWIN FIELD,'UIN,39-56-34.8626N,091-11-40.0681W
IL,ILLINOIS,SPRINGFIELD,ABRAHAM LINCOLN CAPITAL,'SPI,39-50-39.2000N,089-40-41.1000W
IN,INDIANA,BLOOMINGTON,MONROE COUNTY,'BMG,39-08-45.6750N,086-37-00.0497W
IN,INDIANA,COLUMBUS,COLUMBUS MUNI,'BAK,39-15-42.9000N,085-53-46.8000W
IN,INDIANA,EVANSVILLE,EVANSVILLE RGNL,'EVV,38-02-26.9000N,087-31-42.6000W
IN,INDIANA,FORT WAYNE,FORT WAYNE INTL,'FWA,40-58-42.5000N,085-11-42.6000W
IN,INDIANA,GARY,GARY/CHICAGO INTL,'GYY,41-37-02.1000N,087-24-52.3000W
IN,INDIANA,INDIANAPOLIS,INDIANAPOLIS INTL,'IND,39-43-02.3000N,086-17-40.7000W
IN,INDIANA,LAFAYETTE,PURDUE UNIVERSITY,'LAF,40-24-44.3000N,086-56-12.8000W
IN,INDIANA,MUNCIE,DELAWARE COUNTY RGNL,'MIE,40-14-32.9000N,085-23-44.7000W
IN,INDIANA,SOUTH BEND,SOUTH BEND INTL,'SBN,41-42-29.6000N,086-19-02.4000W
IN,INDIANA,TERRE HAUTE,TERRE HAUTE RGNL,'HUF,39-27-02.2771N,087-18-25.1624W
IN,INDIANA,VALPARAISO,PORTER COUNTY RGNL,'VPZ,41-27-14.3000N,087-00-25.5000W
KS,KANSAS,DODGE CITY,DODGE CITY RGNL,'DDC,37-45-47.2000N,099-57-55.5000W
KS,KANSAS,GARDEN CITY,GARDEN CITY RGNL,'GCK,37-55-39.1000N,100-43-27.9000W
KS,KANSAS,HAYS,HAYS RGNL,'HYS,38-50-32.0000N,099-16-23.4000W
KS,KANSAS,LIBERAL,LIBERAL MID-AMERICA RGNL,'LBL,37-02-38.1000N,100-57-35.9000W
KS,KANSAS,MANHATTAN,MANHATTAN RGNL,'MHK,39-08-28.4422N,096-40-18.4692W
KS,KANSAS,SALINA,SALINA RGNL,'SLN,38-47-26.2000N,097-39-08.0000W
KS,KANSAS,TOPEKA,TOPEKA RGNL,'FOE,38-57-03.4170N,095-39-49.0090W
KS,KANSAS,WICHITA,WICHITA DWIGHT D EISENHOWER NATIONAL,'ICT,37-38-59.8000N,097-25-59.0000W
KY,KENTUCKY,BOWLING GREEN,BOWLING GREEN-WARREN COUNTY RGNL,'BWG,36-57-52.3000N,086-25-10.8000W
KY,KENTUCKY,COVINGTON,CINCINNATI/NORTHERN KENTUCKY INTL,'CVG,39-02-55.8120N,084-40-04.1600W
KY,KENTUCKY,LEXINGTON,BLUE GRASS,'LEX,38-02-12.3000N,084-36-31.1000W
KY,KENTUCKY,LOUISVILLE,LOUISVILLE MUHAMMAD ALI INTL,'SDF,38-10-26.7090N,085-44-11.3960W
KY,KENTUCKY,OWENSBORO,OWENSBORO-DAVIESS COUNTY RGNL,'OWB,37-44-19.8030N,087-10-00.5828W
KY,KENTUCKY,PADUCAH,BARKLEY RGNL,'PAH,37-03-37.0350N,088-46-22.6500W
